Name,Critic_Score,Developer
Lost Dimension,72,FuRyu
Resident Evil 6,60,Capcom
Assassin's Creed: Rogue,74,Ubisoft
Taz Wanted,61,Blitz Games
Tomb Raider: Underworld,80,Nixxes Software
Evolution Worlds,63,Sting
Far Cry Vengeance,38,Ubisoft Montreal
Code Lyoko: Fall of X.A.N.A.,51,The Game Factory
Worms: A Space Oddity,64,Team 17
MLB Front Office Manager,49,Blue Castle Games
X Rebirth,33,Egosoft
Song of the Deep,69,Insomniac Games
World Series of Poker 2008: Battle for the Bracelets,74,Left Field Productions
Super Monkey Ball Adventure,56,TT Games
Worms: Open Warfare,64,Team 17
Gadget Racers,67,Barnhouse Effect
Phantasy Star Online Episode III: C.A.R.D. Revolution,71,Sonic Team
Assassin's Creed The Ezio Collection,74,Ubisoft Montreal
Ultimate Ghosts 'n Goblins,72,TOSE
Samurai Warriors 2,52,Omega Force
TrackMania DS,75,Firebrand Games
Silent Hunter III,90,Ubisoft
Alien Syndrome,51,Totally Games
Endgame,57,Cunning Developments
The Dukes of Hazzard: Return of the General Lee,49,Ratbag
WWE Crush Hour,55,Pacific Coast Power & Light
Metal Gear Solid V: The Phantom Pain,91,Kojima Productions
NHL Hitz 20-03,82,Midway
C.O.P.: The Recruit,55,Velez & Dubail
Urban Reign,60,Namco
Soul Bubbles,78,Mekensleep
Resident Evil 3: Nemesis,62,Capcom
All-Star Baseball 2004,80,Acclaim
Bangai-O Spirits,83,Treasure
Valentino Rossi: The Game,75,"Milestone, Milestone S.r.l"
Samurai Warriors Chronicles 3,63,Omega Force
Lost in Blue: Shipwrecked,54,Hudson Soft
Madden NFL 08,75,EA Tiburon
Stuart Little 3: Big Photo Adventure,71,Magenta Software
Serious Sam 3: BFE,72,Croteam
Infernal: Hell's Vengeance,35,Metropolis Software
Pitfall: The Lost Expedition,73,Edge of Reality
Duke Nukem: Land of the Babes,37,n-Space
Puchi Puchi Virus,73,Jaleco Entertainment
Need For Speed: Undercover,65,EA Black Box
Need for Speed: Most Wanted,82,Black Box
Zero Escape: Zero Time Dilemma,81,"Spike Chunsoft, Chime"
Stella Deus: The Gate of Eternity,75,Pinegrow
Vietcong: Purple Haze,57,Coyote Developments
Conflict: Desert Storm,62,Pivotal Games
P.T.O. IV: Pacific Theater of Operations,71,Koei
Elebits: The Adventures of Kai and Zero,75,Konami
Far Cry Instincts Evolution,78,Ubisoft Montreal
Rayman Origins,86,UBlart Montpellier
Medal of Honor: Underground,46,Rebellion
Cosmic Family,54,Ubisoft Barcelona
Dynasty Warriors 3,70,Omega Force
Jimmie Johnson's Anything With an Engine,67,Isopod Labs
MTV Music Generator 3: This Is the Remix,79,Mix Max
Grand Ages: Medieval,64,Gaming Minds Studios
In The Groove,72,Roxor Games
The Legend of Kage 2,70,Taito Corporation
Baroque,50,Sting
Lost Dimension,71,FuRyu
Magic Pengel: The Quest for Color,74,Taito Corporation
Agatha Christie: And Then There Were None,50,AWE Games
Futurama,59,UDS
The History Channel: Battle for the Pacific,36,Activision
Rayman 3: Hoodlum Havoc,75,Ubisoft
Superman Returns,33,EA Tiburon
Super Ghouls 'n Ghosts,78,Capcom
Legend of the Guardians: The Owls of Ga'Hoole,60,Krome Studios
Need for Speed Underground 2,82,EA Canada
Gladius,82,LucasArts
The Hustle: Detroit Streets,51,Blade Interactive
Blood Drive,47,Sidhe Interactive
Escape Dead Island,40,Fatshark AB
Torchlight,83,Runic Games
Pac-Man World 3,61,Blitz Games
Rogue Trooper: Quartz Zone Massacre,70,Rebellion
Damage Inc.: Pacific Squadron WWII,49,Mad Catz
Smashing Drive,47,Point of View
F.E.A.R. 2: Project Origin,79,Monolith Productions
Toy Soldiers: War Chest,62,Krome Studios
Godai: Elemental Force,27,3DO
Still Life,70,Microids
Big Mutha Truckers 2,50,Eutechnyx
I-Ninja,75,Argonaut Games
The Lord of the Rings: The Battle for Middle-Earth,82,EA LA
Kessen III,73,Koei
The King of Fighters Collection: The Orochi Saga,61,SNK Playmore
Aero Elite: Combat Academy,64,Sega AM2
Wrath Unleashed,64,Double Helix Games
Divinity II: Ego Draconis,72,Larian Studios
Commandos 2: Men of Courage,67,Pyro Studios
Emergency 2012,61,ValuSoft
Overlord: Minions,58,Climax Group
Fairy Fencer F: Advent Dark Force,71,Compile Heart
Alvin and the Chipmunks,33,Sensory Sweep
Hearts of Iron III,77,Paradox Development Studio
Kengo: Legend of The 9,38,Genki
Romance of the Three Kingdoms XI,69,Koei
Hammerin' Hero,73,Irem
Dark Souls III,89,From Software
TMNT: Mutant Melee,44,Konami Computer Entertainment Hawaii
Combat: Task Force 121,44,Direct Action Games
Stacked with Daniel Negreanu,63,5000ft
Circus Maximus: Chariot Wars,67,Kodiak Interactive
Serious Sam: Next Encounter,65,Climax Group
Tom Clancy's Ghost Recon 2,54,Ubisoft Shanghai
Monster Racers,70,Koei
Speed Zone,37,Awesome Play Ltd.
James Cameron's Dark Angel,47,Radical Entertainment
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,37,Creat Studios
Dream Trigger 3D,54,"Art Co., Ltd."
Operation Darkness,46,Success
Galerians: Ash,50,Polygon Magic
Dead Island: Riptide,61,Techland
R-Type Command,69,Irem
Haunting Ground,67,Capcom
Grand Kingdom,78,Spike Chunsoft
Robocalypse,78,Vogster
Homie Rollerz,23,Webfoot Technologies
Escape Dead Island,32,Fatshark AB
Tom Clancy's Splinter Cell: Chaos Theory,50,Gameloft
Romance of the Three Kingdoms IX,74,Koei
Second Sight,75,Free Radical Design
Operation Flashpoint: Red River,67,Codemasters
Vanguard Bandits,62,S-Neo
MLB Front Office Manager,47,Blue Castle Games
Child of Light,83,Ubisoft Montreal
Silent Hill: Origins,70,Climax Group
Harry Potter and the Sorcerer's Stone,59,Warthog
McFarlane's Evil Prophecy,34,Konami
Damnation,36,Blue Omega
Samurai Warriors,71,Omega Force
FIFA Soccer 2004,83,EA Canada
Record of Agarest War,67,Compile Heart
SNK Arcade Classics Vol. 1,73,SNK Playmore
Dave Mirra BMX Challenge,32,Left Field Productions
Rayman 3: Hoodlum Havoc,77,Ubisoft Shanghai
The Guy Game,47,Top Heavy Studios
Ghost in the Shell: Stand Alone Complex,61,G-Artists
Open Season,49,Ubisoft
Drake of the 99 Dragons,22,Idol FX
Crimson Sea 2,75,Koei
Tokyo Twilight Ghost Hunters,63,TOYBOX
Saint Seiya: Brave Soldiers,55,Dimps Corporation
Earth Defense Force 2: Invaders from Planet Space,72,Sandlot
Digimon World Championship,49,Epics
RayStorm,79,Taito Corporation
Dynasty Warriors 8: Empires,58,Koei Tecmo Games
Catwoman,47,Argonaut Games
Colosseum: Road to Freedom,56,Goshow
Football Manager 2010,87,Sports Interactive
Target: Terror,33,Leviathan Games
Mugen Souls Z,57,Compile Heart
BeatMania,67,Konami
Silpheed: The Lost Planet,72,Treasure
Real Time Conflict: Shogun Empires,35,Box Clever Interactive
Spartan: Total Warrior,73,Creative Assembly
Pitfall: The Lost Expedition,73,Edge of Reality
River City Ransom EX,75,Million
Bionicle Heroes,59,Traveller's Tales
Fable: The Lost Chapters,83,Lionhead Studios
Crazy Taxi 2,82,Hitmaker
The Sims 2: Seasons,78,Maxis
The Testament of Sherlock Holmes,73,Frogwares
Robot Alchemic Drive,79,Sandlot
Tomb Raider: Legend,58,Human Soft
Warhammer: Battle For Atluma,55,Sabertooth Games
Eagle Flight,72,"Ubisoft, FunHouse"
Operation: Vietnam,65,Coyote Console
Fighter Maker 2,58,Enterbrain
Lifeline,61,SCEJ
Dragon Valor,57,Namco
NHL 2005,75,EA Sports
Microsoft Flight Simulator 2004: A Century of Flight,88,Microsoft Game Studios
Anubis II,19,Data Design Interactive
Goodbye Deponia,80,Daedalic Entertainment
The Book of Unwritten Tales 2,63,KING Art
Inversion,56,Saber Interactive
Ultimate Marvel vs. Capcom 3,79,Capcom
Assassin's Creed Chronicles,70,Climax Studios
Dragoneer's Aria,56,Hit Maker
N+,82,"Metanet Software Inc., SilverBirch Studios"
Obscure,65,Hydravision
Sega Soccer Slam,84,Black Box
Deep Labyrinth,57,Interactive Brains
Spawn: Armageddon,61,Point of View
God Hand,73,Clover Studio
Legends of Wrestling II,24,Powerhead Games
Jurassic Park: Operation Genesis,69,Blue Tongue Entertainment
RedCard 20-03,73,Midway
Future Tactics: The Uprising,61,Zed Two Limited
Driver: Parallel Lines,69,Reflections Interactive
Top Gun,49,Doublesix
Batman: Rise of Sin Tzu,63,Ubisoft
Dragon Ball Z: Battle of Z,53,Artdink
World Racing,56,Synetic
Resident Evil 5,86,Capcom
X-Men: The Official Game,55,WayForward
The King of Fighters 02/03,73,SNK Playmore
Port Royale 3,56,Kalypso
Armored Core: Nine Breaker,57,From Software
Terraria,83,Engine Software
Worms 3D,69,Team 17
TRON: Evolution,57,Propaganda Games
The Guided Fate Paradox,74,Nippon Ichi Software
Mayhem 3D,47,Zoo Games
Alex Rider: Stormbreaker,48,Altron
WipEout HD Fury,89,Studio Liverpool
Fallout: Brotherhood of Steel,64,Interplay
"Flower, Sun, and Rain",54,h.a.n.d. Inc.
Gunstar Super Heroes,83,Treasure
Cities XL 2012,61,Monte Cristo Multimedia
Worms Forts: Under Siege,67,Team 17
Full Spectrum Warrior: Ten Hammers,71,Pandemic Studios
Natural Doctrine,60,Kadokawa
Prince of Persia: The Fallen King,64,Ubisoft
NHL Hitz Pro,81,Next Level Games
Broken Sword 5: The Serpent's Curse,72,Revolution Software
Alan Wake,83,Remedy Entertainment
Risen 3: Titan Lords,44,Piranha Bytes
Steambot Chronicles: Battle Tournament,54,Irem
Wings of War,62,Silver Wish Games
187: Ride or Die,51,Ubisoft Paris
RPG Maker 3,69,Runtime
Kabuki Warriors,32,Light Weight
World Poker Tour,63,2K Sports
Age of Empires III: The Asian Dynasties,81,Big Huge Games
IL-2 Sturmovik: Birds of Prey,41,DiP Interactive
NanoBreaker,51,KCET
Bionicle,49,Argonaut Games
GRID 2,80,Codemasters
Criminal Girls: Invite Only,55,"Image Epoch, Imageepoch"
Miami Vice: The Game,63,Rebellion
Samurai Warriors Chronicles 3,70,Omega Force
BMX XXX,60,"Z-Axis, Ltd."
One Piece: Unlimited World Red,66,Ganbarion
Aggressive Inline,85,"Z-Axis, Ltd."
Insecticide,55,Creat Studios
XGRA: Extreme G Racing Association,68,Acclaim Studios Cheltenham
Mario vs. Donkey Kong: Tipping Stars,70,"Nintendo, Nintendo Software Technology"
Tournament of Legends,45,High Voltage Software
Escape from Bug Island,37,Spike
Gradius Collection,76,M2
Fist of the North Star: Ken's Rage 2,55,Koei
Gallop Racer 2004,70,Tecmo
Mobile Suit Gundam Seed: Never Ending Tomorrow,45,Bec
F1 2001,83,EA Sports
Crimson Gem Saga,78,"IronNos Co.,Ltd."
Monster Tale,79,DreamRift
Legend of the Dragon,37,Neko Entertainment
Cel Damage,67,Pseudo Interactive
Mirror's Edge Catalyst,74,EA DICE
Arc the Lad: End of Darkness,59,Cattle Call
Tom Clancy's Splinter Cell: Pandora Tomorrow,68,Ubisoft
Tokobot,72,Tecmo
Land of the Dead: Road to Fiddler's Green,32,Brainbox Games
Assetto Corsa,73,Kunos Simulazioni
NHL 2K9,65,Visual Concepts
"Warhammer 40,000: Squad Command",57,THQ
One Piece: Burning Blood,60,Spike Chunsoft
TrackMania Turbo,76,Nadeo
Pro Evolution Soccer 2015,82,Konami
Zero Escape: Zero Time Dilemma,83,"Spike Chunsoft, Chime"
Bionicle Heroes,72,Amaze Entertainment
Mystic Heroes,67,Koei
Jurassic Park III: Park Builder,65,Konami
Unchained Blades ,61,FuRyu
Showtime Championship Boxing,35,Nikitova Games
Bomberman Land,55,Racjin
Steins;Gate,83,Nitro+
Nights of Azure,67,Gust
Age of Empires Online,70,Gas Powered Games
Earth Defense Force 2017 Portable,68,Sandlot
Atelier Iris 2: The Azoth Of Destiny,68,Gust
From The Abyss,59,Sonic Powered
The LEGO Movie Videogame,68,TT Games
DuckTales: Remastered,76,WayForward
Giants: Citizen Kabuto,79,Digital Mayhem
MX vs. ATV Supercross,48,Nordic Games Publishing
Grand Kingdom,76,Spike Chunsoft
LEGO Batman: The Videogame,80,Traveller's Tales
Alone in the Dark,47,Hydravision
Muppets Party Cruise,61,Mass Media
Earth Defense Force 4.1: The Shadow of New Despair,64,Sandlot
Cold Fear,71,Darkworks
The Technomancer,60,Spiders
Theme Park,72,EA Japan Studio
Call of Cthulhu: Dark Corners of the Earth,77,Headfirst Productions
Blur,81,Bizarre Creations
The Next BIG Thing,75,Pendulo Studios
Alien Syndrome,48,Totally Games
Vexx,71,Acclaim
Secret Files: Tunguska,65,"10tacle Studios, Fusionsphere Systems"
Unreal Tournament III,83,Epic Games
Disney Sports Skateboarding,36,KCEO
Terminator 3: The Redemption,66,Paradigm Entertainment
Arkanoid DS,61,Taito Corporation
Call of Duty 2,86,Infinity Ward
Big Bang Mini,78,Arkedo Studio
Serious Sam II,72,Croteam
Song of the Deep,66,Insomniac Games
Dead Rising 2: Off the Record,66,Capcom Vancouver
Flipnic: Ultimate Pinball,64,SCEI
The Witcher,81,CD Projekt Red Studio
Coded Arms: Contagion,56,Creat Studios
S.T.A.L.K.E.R.: Call of Pripyat,80,GSC Game World
Create,54,EA Bright Light
Commandos: Strike Force,58,Pyro Studios
Mobile Suit Gundam: Gundam vs. Zeta Gundam,57,Capcom
Guilty Gear X: Advance Edition,67,Arc System Works
Warriors of the Lost Empire,52,Platinum Egg
Devil's Third,43,Valhalla Game Studios
Star Trek: Tactical Assault,63,Quicksilver Software
Oddworld: Munch's Oddysee,44,Art
Broken Sword: The Shadow of the Templars,80,Revolution Software
Resident Evil - Code: Veronica X,62,Nex Entertainment
Trapt,60,Paon Corporation
Lord of Magna: Maiden Heaven,68,Marvelous Inc.
Worms 3D,69,Team 17
PoPoLoCrois,66,G-Artists
Dragon Rage,50,3DO
Theresia...,61,WorkJam
Sacred 2: Fallen Angel,71,"Ascaron Entertainment GmbH, Ascaron Entertainment"
Adventure Time: The Secret of the Nameless Kingdom,58,WayForward
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,58,Konami
Jumper: Griffin's Story,29,Red Tribe
Tron 2.0: Killer App,69,Climax Group
The Fast and the Furious,59,Eutechnyx
Vampire Rain: Altered Species,30,Artoon
The History Channel: Battle for the Pacific,35,Cauldron Ltd.
Racing Gears Advance,83,"Orbital Media, Inc."
Toy Soldiers: War Chest,60,Krome Studios
Inversion,53,Saber Interactive
Need for Speed: Shift,83,Slightly Mad Studios
Mercury Meltdown,78,Ignition Entertainment
Exist Archive: The Other Side of the Sky,71,Tri-Ace
Zoo Tycoon 2,72,Blue Fang Games
Brave: A Warrior's Tale,42,Collision Studios
Fatal Frame,77,Tecmo
Urban Chaos: Riot Response,73,Rocksteady Studios
Tom Clancy's Ghost Recon: Advanced Warfighter,44,Ubisoft Shanghai
Ivy the Kiwi?,74,Prope
Resident Evil 2,59,Capcom
Catwoman,45,EA Games
Top Gun: Hard Lock,54,505 Games
Warriors Orochi 2,44,Omega Force
Mana Khemia: Alchemists of Al-Revis,69,Gust
Street Fighter V,74,Capcom
Zone of the Enders: The Fist of Mars,71,WinkySoft
MX vs. ATV Supercross Encore,42,Rainbow Studios
Gun Showdown,73,"Rebellion, Neversoft Entertainment"
Tiger Woods PGA Tour 08,81,Exient Entertainment
Constantine,60,Bits Studios
Tom Clancy's Splinter Cell: Double Agent,64,Ubisoft Montreal
Samurai Shodown Anthology,74,SNK Playmore
S.T.A.L.K.E.R.: Shadow of Chernobyl,82,GSC Game World
Nanostray,71,Shin'en
Samurai Jack: The Shadow of Aku,59,Adrenium
Tropico 5,71,Haemimont
Rugby World Cup 2015,25,HB Studios Multimedia
Lost Kingdoms II,68,From Software
Aggressive Inline,88,"Z-Axis, Ltd."
Viewtiful Joe: Red Hot Rumble,62,Clover Studio
Blade Dancer: Lineage of Light,60,Hit Maker
X-Men: Destiny,33,Silicon Knights
The Sims 2: University,81,Maxis
Generation of Chaos,60,Idea Factory
Pump It Up: Exceed,73,Andamiro U.S.A. Corp.
Tokyo Twilight Ghost Hunters,64,TOYBOX
MotorStorm RC,78,Evolution Studios
Harry Potter and the Sorcerer's Stone,65,KnowWonder
Tom Clancy's Rainbow Six: Critical Hour,54,Ubisoft Quebec
Scurge: Hive,70,"Orbital Media, Inc."
Remember Me,65,DONTNOD Entertainment
NBA Live 07,69,EA Sports
Ride to Hell,19,"Eutechnyx, Deep Silver"
The Saboteur,76,Pandemic Studios
Hail to the Chimp,52,Wideload Games Inc.
Tom Clancy's Rainbow Six 3,68,Ubisoft Shanghai
Rocket League,86,Psyonix
V-Rally 3,82,Eden Studios
Mirror's Edge,81,EA DICE
Titan Quest,77,Iron Lore Entertainment
Amazing Island,59,Hitmaker
Izuna 2: The Unemployed Ninja Returns,65,Ninja Studio
Gothic 3,63,Piranha Bytes
7 Days to Die,35,The Fun Pimps Entertainment LLC
Alvin and the Chipmunks,30,Sensory Sweep
Final Fight: Streetwise,43,Capcom
Speed Kings,60,Climax Group
Rebelstar: Tactical Command,78,Codo Games
F1 2010,84,Codemasters Birmingham
Gladiator: Sword of Vengeance,65,Acclaim Studios Manchester
Bombastic,72,Shift
Coraline,42,Papaya Studios
Hearts of Iron IV,83,Paradox Development Studio
Wing Commander: Prophecy,70,Raylight Studios
Marc Ecko's Getting Up: Contents Under Pressure,69,Double Helix Games
Captain America: Super Soldier,57,High Voltage Software
Sega Soccer Slam,80,Black Box
Enemy Front,43,CI Games
Front Mission Evolved,63,Double Helix Games
Dynasty Warriors 5,66,Omega Force
The Lost Chronicles of Zerzura,76,Cranberry Production
Murdered: Soul Suspect,59,Airtight Games
Rez,78,UGA
Neverland Card Battles,57,Idea Factory
Lufia: The Ruins of Lore,76,Taito Corporation
UEFA Euro 2004: Portugal,74,EA Canada
Airline Tycoon 2,57,Kalypso
Medabots: Infinity,51,Imagineer
IL-2 Sturmovik: Cliffs of Dover,60,1C: Maddox Games
NFL Blitz Pro,71,Midway
Black Sigil: Blade of the Exiled,58,Studio Archcraft
Death Jr. II: Root of Evil,68,Backbone Entertainment
Wakeboarding Unleashed Featuring Shaun Murray,80,Shaba Games
Mighty No. 9,52,Inti Creates
Samurai Champloo: Sidetracked,66,Grasshopper Manufacture
Dead or Alive Xtreme 3: Fortune,43,Team Ninja
Drill Dozer,81,Game Freak
Medal of Honor: Airborne,78,Electronic Arts
Men of War: Assault Squad,77,"THQ, 1C, 1C Company"
Rhapsody: A Musical Adventure,67,Nippon Ichi Software
Dead Island Definitive Collection,67,Techland
PAC-MAN and the Ghostly Adventures,58,"Namco Bandai Games, Monkey Bar Games"
Virtua Striker 2002,58,Amusement Vision
UEFA Champions League 2006-2007,72,EA Canada
F1 2015,61,Codemasters
Aliens in the Attic,58,Engine Software
Hunted: The Demon's Forge,61,InXile Entertainment
Otogi 2: Immortal Warriors,79,From Software
Legend of Kay,72,Neon Studios
Lucha Libre AAA: Heroes del Ring,49,Immersion Software & Graphics
Piglet's Big Game,70,Doki Denki
Tom Clancy's HAWX 2,66,Ubisoft
Fallout: Brotherhood of Steel,66,Interplay
IndyCar Series,71,Codemasters
Killing Floor 2 ,76,Tripwire Interactive
Ferrari F355 Challenge,70,Sega AM2
Mortal Kombat X,76,High Voltage Software
Cities in Motion,70,Colossal Order
Shifters,37,3DO
Bladestorm: Nightmare,48,Omega Force
TNA iMPACT: Cross the Line,50,Point of View
Sacred 3,51,Deep Silver
Venetica,61,Deck 13
Operation Flashpoint: Dragon Rising,76,Codemasters
Wasteland 2,77,InXile Entertainment
DoDonPachi Resurrection,77,Cave
MorphX,33,"Buka Entertainment, Targem Games"
Sigma Star Saga,68,WayForward
FIFA Soccer 2004,82,Exient Entertainment
Disney's Party,39,Neverland
The Bureau: XCOM Declassified,66,2K Marin
Nanostray 2,75,Shin'en
Dokapon Journey,60,Suzak
Metal Slug Anthology,78,Terminal Reality
Back to the Future: The Game,66,Iron Galaxy Studios
Phantom Crash,74,Genki
Yanya Caballista: City Skater,58,Cave
The Typing of the Dead,83,Smilebit
Jenga World Tour,26,Atomic Planet Entertainment
Tenchu: Dark Secret,37,From Software
Shrek Super Party,40,Mass Media
Second Sight,77,Free Radical Design
Rave Master,60,Konami
Bejeweled Twist,78,PopCap
GRID,79,Firebrand Games
Steins;Gate 0,81,5pb
Ivy the Kiwi?,69,Prope
Hail to the Chimp,51,Wideload Games Inc.
Alias,64,Acclaim Studios Cheltenham
OutRun 2006: Coast 2 Coast,81,Sumo Digital
Arx Fatalis,71,Arkane Studios
Zumba Fitness Core,77,Zoe Mode
Guilty Gear Dust Strikers,60,Arc System Works
Dark Summit,68,Radical Entertainment
Star Wars: Republic Commando,78,LucasArts
The Lost Vikings,75,Mass Media
Tour de France 2011,46,Cyanide
Plants vs. Zombies,87,PopCap
Secret Files: Tunguska,71,"10tacle Studios, Fusionsphere Systems"
Stretch Panic,65,Treasure
PQ2: Practical Intelligence Quotient,74,Now Production
Metroid Prime: Federation Force,64,"Next Level Games, Nintendo"
DiRT 2,89,Codemasters
Payday 2,79,Overkill Software
Woody Woodpecker: Escape from Buzz Buzzard Park,64,EKO Software
Furu Furu Park,43,"Taito Corporation, 505 Games"
Hatsune Miku: Project Diva X,78,Sega
Whirl Tour,61,Papaya Studios
Grand Ages: Medieval,63,Gaming Minds Studios
Saints Row: Gat out of Hell,64,Volition Inc.
Stunt GP,49,Team 17
Plants vs. Zombies: Garden Warfare 2,82,PopCap
Singularity,76,Raven Software
NASCAR Heat Evolution,66,Dusenberry Martin Racing
Ms Saga: A New Dawn,65,Bandai
Child of Light,82,Ubisoft Montreal
GrimGrimoire,79,Vanilla Ware
Deadliest Catch: Alaskan Storm,56,Liquid Dragon Studios
Crime Life: Gang Wars,30,Hothouse Creations
Rugby 2005,75,HB Studios Multimedia
"Warhammer 40,000: Dawn of War",86,Relic
Rock 'N Roll Racing,80,Mass Media
Silhouette Mirage,69,Treasure
Dynasty Warriors Vol. 2,57,Omega Force
Freelancer,85,Digital Anvil
LEGO Indiana Jones 2: The Adventure Continues,66,Traveller's Tales
Rugby 06,70,EA Canada
Fatal Frame II: Crimson Butterfly Director's Cut,84,Tecmo
2002 FIFA World Cup,78,EA Sports
The Lord of the Rings: The Battle for Middle-Earth II,79,EA LA
Need for Speed Carbon,78,Black Box
Colin McRae Rally 2005,83,Codemasters
Saiyuki: Journey West,73,Koei
Empire Earth,81,Stainless Steel Studios
DuckTales: Remastered,75,WayForward
Worms Reloaded,79,Team 17
StarCraft,88,Blizzard Entertainment
World Championship Pool 2004,60,Blade Interactive
B-Boy,50,FreeStyleGames
Kakuto Chojin,46,DreamFactory
Need for Speed Underground,82,Black Box
Moon,71,Renegade Kid
Snoopy vs the Red Baron,76,Smart Bomb Interactive
Virtua Tennis 3,79,Sumo Digital
Raze's Hell,71,Artech Studios
Far Cry,89,Crytek
Hoshigami: Ruining Blue Earth,62,Max Five
NightCaster II: Equinox,46,Jaleco Entertainment
Ship Simulator Extremes,49,VSTEP
Time Crisis: Project Titan,71,Flying Tiger Development
Ys: The Ark of Napishtim,64,Konami Software Shanghai
Pro Evolution Soccer 2017,87,Konami
FIFA Soccer 10,72,EA Sports
Tom Clancy's Rainbow Six: Lockdown,72,"Red Storm Entertainment, Ubisoft Montreal"
The Sims,92,Maxis
FIFA Manager 12,72,Bright Future GmbH
Gitaroo Man,82,Koei/Inis
Cabela's Trophy Bucks,39,FUN Labs
XCOM 2,87,Firaxis Games
Yaiba: Ninja Gaiden Z,50,"Spark Unlimited, comcept"
Rock of the Dead,48,Epicenter Studios
Code Lyoko,63,DC Studios
Pool Party,32,SouthPeak Games
Rapala Fishing Frenzy 2009,41,FUN Labs
Company of Heroes,93,Relic
Wonder World Amusement Park,37,Coyote Console
Ride 2,71,Milestone S.r.l
Wing Island,47,CAProduction
Silent Hunter: Wolves of the Pacific,79,Ubisoft Romania
Wrath Unleashed,69,Double Helix Games
March of the Penguins,34,SkyRiver Studios
Double Dragon Advance,75,Million
The Bible Game,60,Crave
Bubble Bobble Revolution,38,Taito Corporation
Yager,70,Yager
Root Letter,78,Kadokawa
Futurama,58,UDS
Supreme Commander,86,Gas Powered Games
Pool Hall Pro,62,Icon Games
Wolfenstein,74,"id Software, Raven Software"
Microsoft Train Simulator,84,Kuju Entertainment
Resident Evil 6,63,Capcom
Assassin's Creed: Altair's Chronicles,58,Gameloft
Bad Boys: Miami Takedown,35,Blitz Games
Fantastic Four: Rise of the Silver Surfer,39,7 Studios
Pony Friends,67,Tantalus Interactive
Art of Fighting Anthology,60,SNK Playmore
Sébastien Loeb Rally Evo,71,Milestone S.r.l
Lux-Pain,48,Killaware
Guilty Gear XX Accent Core,77,Arc System Works
Mafia,88,Illusion Softworks
Disney's Donald Duck: Goin' Quackers,61,Ubisoft Montreal
Operation Flashpoint: Elite,64,Bohemia Interactive
Fantastic Four: Rise of the Silver Surfer,35,7 Studios
Virtua Tennis 3,80,Sumo Digital
Front Mission,72,Square Enix
Tropico 3,79,Haemimont
Boktai 2: Solar Boy Django,78,KCEJ
Life is Strange,83,DONTNOD Entertainment
Battlezone,66,Rebellion
Pro Evolution Soccer 2016,76,Konami
The Dark Spire,69,Success
Teenage Mutant Ninja Turtles: Mutants in Manhattan,55,PlatinumGames
Runaway: A Twist of Fate,79,Pendulo Studios
FlatOut 2,73,Bugbear
Rogue Trooper,71,Rebellion
Backyard Baseball '09,37,Humongous Entertainment
Tom Clancy's HAWX,70,Ubisoft Romania
Enemy Front,35,CI Games
Shantae and the Pirate's Curse,82,WayForward
Dai Senryaku VII: Modern Military Tactics,74,SystemSoft
Castle of Shikigami III,67,Alfa System
Nobunaga's Ambition: Sphere of Influence,80,Koei Tecmo Games
FIFA Street 2,43,Exient Entertainment
City Life: World Edition,75,Monte Cristo Multimedia
Corpse Party: Book of Shadows,67,5pb
WarTech: Senko no Ronde,60,G.Rev
IL-2 Sturmovik: 1946,86,1C: Maddox Games
Red Ninja: End of Honor,47,Opus
Praetorians,78,Pyro Studios
Smash Court Tennis 3,68,"Namco Bandai Games America, Namco Bandai Games"
LEGO Friends,43,Hellbent Games
SPRay,42,EKO Software
Outlaw Tennis,66,Hypnotix
Brothers: A Tale of Two Sons,81,Starbreeze
Attack of the Movies 3D,38,Panic Button
Secret Files: Tunguska,66,Fusionsphere Systems
NASCAR 07,72,EA Tiburon
Dance Dance Revolution Disney Mix,74,Konami
Nitroplus Blasterz: Heroines Infinite Duel,70,"Examu, Marvelous Inc."
Thrillville: Off the Rails,59,DC Studios
Bloody Roar Extreme,61,Eighting/Raizing
Clockwork Empires,58,Gaslamp Games
Split/Second,79,Black Rock Studio
Resident Evil 6,69,"Capcom, QLOC"
Dead Head Fred,75,Vicious Cycle
Ride to Hell,13,"Eutechnyx, Deep Silver"
Need for Speed: ProStreet,70,EA Games
Digimon Rumble Arena 2,71,Black Ship Games
Gravity Falls: Legend of the Gnome Gemulets,46,Ubisoft Osaka
Rodea the Sky Soldier,45,"Prope, Kadokawa"
Hellboy: The Science of Evil,42,Krome Studios
The Sims Deluxe,92,Maxis
LEGO Indiana Jones: The Original Adventures,78,Traveller's Tales
The Sims 2: Pets,76,Maxis
Deadliest Warrior: Ancient Combat,37,"Pipeworks Software, Inc."
The Kore Gang,70,Snap Dragon Games
Rugby Challenge 3,64,Wicked Witch Software
Blood Bowl,72,Cyanide
Port Royale 2,75,Ascaron Entertainment GmbH
Star Trek: Shattered Universe,41,Starsphere Interactive
Company of Heroes: Tales of Valor,70,Relic
Guilty Gear XX Accent Core,75,Arc System Works
WarJetz,59,3DO
Stellaris,78,Paradox Development Studio
Devil May Cry 4,78,Capcom
Barnyard,65,Blue Tongue Entertainment
