Name,Platform,Platform_Identifier,Year_of_Release,Genre,Genre_Identifier,Publisher,Publisher_Identifier,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Developer_Identifier,Rating,Rating_Identifier,Sales_Category,Sales_Category_Identifier
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,14,2010,Fighting,8,Namco Bandai Games,0,0.42,0.46,0.15,0.18,1.21,76,34,8.3,130,CyberConnect2,857,T,0,MEDIUM,2
Medal of Honor: Airborne,PS3,14,2007,Shooter,3,Electronic Arts,126,0.25,0.69,0.03,0.25,1.21,75,16,7.6,39,Electronic Arts,366,T,0,MEDIUM,2
Battlefield: Hardline,XOne,5,2015,Shooter,3,Electronic Arts,126,0.72,0.37,0.01,0.11,1.21,71,27,5.1,299,Visceral Games,1271,M,2,MEDIUM,2
Bayonetta,PS3,14,2009,Action,1,Sega,147,0.44,0.39,0.21,0.16,1.21,87,54,7.7,355,Nex Entertainment,113,M,2,MEDIUM,2
Boom Blox,Wii,7,2008,Puzzle,12,Electronic Arts,126,0.71,0.38,0,0.12,1.21,85,61,8.6,105,EA LA,1104,E,1,MEDIUM,2
The Lord of the Rings: The Fellowship of the Ring,PS2,13,2002,Action,1,Black Label Games,50,0.59,0.46,0,0.15,1.2,59,19,5.1,20,Surreal Software,751,T,0,MEDIUM,2
The Sims 2: Castaway,Wii,7,2007,Simulation,9,Electronic Arts,126,0.44,0.63,0,0.14,1.2,73,19,8.2,10,Maxis,178,T,0,MEDIUM,2
ATV Offroad Fury 3,PS2,13,2004,Racing,5,SouthPeak Games,167,1,0.04,0,0.16,1.2,78,37,8.4,16,Climax Group,792,E,1,MEDIUM,2
F1 2011,PS3,14,2011,Racing,5,Codemasters,143,0.12,0.74,0.11,0.24,1.2,82,36,7.1,55,Codemasters,609,E,1,MEDIUM,2
Pikmin 2,GC,4,2004,Strategy,10,Nintendo,156,0.48,0.13,0.56,0.03,1.2,90,54,9.1,137,Nintendo,1264,E,1,MEDIUM,2
Enter the Matrix,XB,2,2003,Action,1,Atari,229,0.72,0.43,0.01,0.04,1.2,65,33,7.1,75,Shiny Entertainment,133,T,0,MEDIUM,2
Cars,PSP,1,2006,Racing,5,THQ,41,0.72,0.28,0,0.2,1.2,70,17,7,4,Locomotive Games,296,E,1,MEDIUM,2
NHL 2002,PS2,13,2001,Sports,2,Electronic Arts,126,0.59,0.46,0,0.15,1.2,92,22,8.5,26,EA Sports,856,E,1,MEDIUM,2
FIFA Soccer 11,PSP,1,2010,Sports,2,Electronic Arts,126,0.13,0.69,0.01,0.36,1.2,68,6,5.4,9,EA Sports,856,E,1,MEDIUM,2
The Simpsons: Road Rage,GBA,6,2003,Racing,5,THQ,41,0.86,0.32,0,0.02,1.19,55,14,6.8,9,Altron,345,E,1,MEDIUM,2
LEGO Batman 2: DC Super Heroes,PS3,14,2012,Action,1,Warner Bros. Interactive Entertainment,69,0.5,0.5,0,0.19,1.19,81,28,7.5,81,Traveller's Tales,179,E10+,3,MEDIUM,2
Captain Toad: Treasure Tracker,WiiU,9,2014,Puzzle,12,Nintendo,156,0.53,0.38,0.19,0.09,1.19,81,78,8.6,377,Nintendo EAD Tokyo,198,E,1,MEDIUM,2
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,6,2002,Platform,6,THQ,41,0.92,0.23,0,0.04,1.19,71,4,7.7,7,Vicarious Visions,312,E,1,MEDIUM,2
Pro Evolution Soccer 2008,Wii,7,2008,Sports,2,Konami Digital Entertainment,22,0.09,0.84,0.11,0.15,1.19,83,19,8.4,43,Konami,489,E,1,MEDIUM,2
Destiny: The Taken King,XOne,5,2015,Shooter,3,Activision,176,0.85,0.23,0,0.12,1.19,89,11,5.2,393,Bungie Software Bungie,1250,T,0,MEDIUM,2
Scarface: The World is Yours,PS2,13,2006,Action,1,Vivendi Games,245,0.99,0.04,0,0.16,1.19,75,46,8.6,113,Radical Entertainment,944,M,2,MEDIUM,2
Hitman 2: Silent Assassin,XB,2,2002,Action,1,Eidos Interactive,259,0.76,0.38,0,0.05,1.19,84,23,8,19,Io Interactive,1083,M,2,MEDIUM,2
WWE SmackDown vs Raw 2008,PSP,1,2007,Fighting,8,THQ,41,0.45,0.47,0,0.28,1.19,68,11,7.8,15,Yuke's,487,T,0,MEDIUM,2
Spider-Man: The Movie,GC,4,2002,Action,1,Activision,176,0.86,0.27,0.01,0.04,1.19,76,14,7.3,11,Treyarch,1245,E,1,MEDIUM,2
Mario vs. Donkey Kong 2: March of the Minis,DS,11,2006,Puzzle,12,Nintendo,156,0.73,0.03,0.36,0.07,1.19,76,32,7.9,17,Nintendo Nintendo Software Technology,811,E,1,MEDIUM,2
Metal Gear Solid: Portable Ops,PSP,1,2006,Action,1,Konami Digital Entertainment,22,0.38,0.35,0.38,0.08,1.18,87,54,8.2,147,Kojima Productions,1070,M,2,MEDIUM,2
Injustice: Gods Among Us,PS3,14,2013,Fighting,8,Warner Bros. Interactive Entertainment,69,0.48,0.5,0.01,0.2,1.18,78,37,7.9,282,NetherRealm Studios,43,T,0,MEDIUM,2
Shenmue,DC,12,1999,Adventure,11,Sega,147,0.52,0.24,0.38,0.04,1.18,88,9,9.4,201,Sega AM2,583,T,0,MEDIUM,2
Just Dance 4,X360,15,2012,Misc,7,Ubisoft,168,0.9,0.19,0,0.09,1.18,77,23,7.7,36,Ubisoft,855,E10+,3,MEDIUM,2
Tony Hawk's Pro Skater 2,GBA,6,2001,Sports,2,Activision,176,0.85,0.31,0,0.02,1.18,95,16,7.5,22,Vicarious Visions,312,E,1,MEDIUM,2
One Piece: Pirate Warriors,PS3,14,2012,Action,1,Namco Bandai Games,0,0.01,0.23,0.86,0.08,1.18,64,33,6.5,55,Omega Force Tecmo Koei Games,928,T,0,MEDIUM,2
Gun,PS2,13,2005,Shooter,3,Activision,176,0.98,0.04,0,0.16,1.17,77,43,8.7,70,Neversoft Entertainment,641,M,2,MEDIUM,2
Ty the Tasmanian Tiger,PS2,13,2002,Platform,6,Electronic Arts,126,0.57,0.45,0,0.15,1.17,70,14,8.8,60,Krome Studios,904,E,1,MEDIUM,2
Resident Evil: Operation Raccoon City,PS3,14,2012,Action,1,Capcom,261,0.48,0.24,0.36,0.1,1.17,52,36,4.9,222,Slant Six,1285,M,2,MEDIUM,2
LEGO Indiana Jones: The Original Adventures,PSP,1,2008,Action,1,LucasArts,37,0.4,0.48,0,0.29,1.17,76,8,7.6,11,Traveller's Tales,179,E10+,3,MEDIUM,2
PokéPark Wii: Pikachu's Adventure,Wii,7,2009,Adventure,11,Nintendo,156,0.53,0.16,0.42,0.06,1.17,62,22,7.2,36,Creatures Inc.,1048,E,1,MEDIUM,2
WWE '12,PS3,14,2011,Fighting,8,THQ,41,0.53,0.45,0.02,0.17,1.17,72,28,6.9,80,Yuke's,487,T,0,MEDIUM,2
Cabela's Dangerous Hunts,PS2,13,2003,Sports,2,Zoo Digital Publishing,72,0.57,0.45,0,0.15,1.17,57,4,8.4,37,Sand Grain Studios,461,T,0,MEDIUM,2
Grand Theft Auto V,PC,0,2015,Action,1,Take Two Interactive,21,0.39,0.69,0,0.09,1.17,96,57,7.9,3756,Rockstar North,1197,M,2,MEDIUM,2
Fallout: New Vegas,PC,0,2010,Role-Playing,4,Bethesda Softworks,189,0.59,0.45,0,0.14,1.17,84,39,8.6,2754,Obsidian Entertainment,693,M,2,MEDIUM,2
WWE SmackDown vs. Raw 2010,PS3,14,2009,Fighting,8,THQ,41,0.48,0.48,0.01,0.2,1.17,81,38,8.1,55,Yuke's,487,T,0,MEDIUM,2
Medal of Honor: Rising Sun,XB,2,2003,Shooter,3,Electronic Arts,126,0.76,0.36,0,0.05,1.17,65,23,5.8,28,EA LA,1104,T,0,MEDIUM,2
Army of Two,PS3,14,2008,Shooter,3,Electronic Arts,126,0.74,0.26,0.02,0.15,1.17,74,43,7.3,118,EA Montreal,607,M,2,MEDIUM,2
Spore,PC,0,2008,Strategy,10,Electronic Arts,126,0.03,1.06,0,0.08,1.17,84,75,5.3,1711,Maxis,178,E10+,3,MEDIUM,2
Mario vs. Donkey Kong,GBA,6,2004,Puzzle,12,Nintendo,156,0.68,0.25,0.21,0.02,1.17,81,43,8,31,Nintendo,1264,E,1,MEDIUM,2
LEGO Star Wars III: The Clone Wars,PS3,14,2011,Action,1,LucasArts,37,0.52,0.46,0,0.19,1.16,76,36,7.3,34,Traveller's Tales,179,E10+,3,MEDIUM,2
Midnight Club 3: DUB Edition Remix,PS2,13,2006,Racing,5,Take Two Interactive,21,0.97,0.04,0,0.16,1.16,85,19,8.9,53,Rockstar San Diego,499,E10+,3,MEDIUM,2
Tom Clancy's Ghost Recon: Jungle Storm,PS2,13,2004,Shooter,3,Ubisoft,168,0.57,0.44,0,0.15,1.16,70,31,6.3,24,Red Storm Entertainment,942,T,0,MEDIUM,2
Bushido Blade,PS,8,1997,Fighting,8,Sony Computer Entertainment,34,0.39,0.27,0.43,0.08,1.16,83,13,7.9,16,Light Weight,1276,T,0,MEDIUM,2
Mirror's Edge,X360,15,2008,Platform,6,Electronic Arts,126,0.51,0.51,0.01,0.13,1.16,79,82,7.6,328,EA DICE,122,T,0,MEDIUM,2
Sonic the Hedgehog,PS3,14,2006,Platform,6,Sega,147,0.41,0.06,0.04,0.66,1.16,43,17,4.1,176,Sonic Team,737,E10+,3,MEDIUM,2
NASCAR Thunder 2002,PS2,13,2001,Racing,5,Electronic Arts,126,0.57,0.44,0,0.15,1.16,85,17,8.5,22,EA Sports,856,E,1,MEDIUM,2
Your Shape: Fitness Evolved 2012,X360,15,2011,Sports,2,Ubisoft,168,0.7,0.36,0,0.1,1.16,77,13,7.6,21,Ubisoft,855,E,1,MEDIUM,2
FIFA 14,XOne,5,2013,Sports,2,Electronic Arts,126,0.41,0.66,0,0.09,1.16,88,22,5.8,328,EA Canada,538,E,1,MEDIUM,2
Final Fantasy Tactics: The War of the Lions,PSP,1,2007,Role-Playing,4,Square Enix,127,0.45,0.24,0.3,0.16,1.16,88,41,8,238,TOSE,155,T,0,MEDIUM,2
Sniper: Ghost Warrior,X360,15,2010,Shooter,3,City Interactive,44,0.54,0.5,0,0.12,1.16,45,39,5.8,89,City Interactive,1032,M,2,MEDIUM,2
Sonic Rush Adventure,DS,11,2007,Platform,6,Sega,147,0.53,0.48,0.01,0.12,1.15,78,32,8.2,66,Dimps Corporation,127,E,1,MEDIUM,2
Worldwide Soccer Manager 2009,PC,0,2008,Simulation,9,Sega,147,0,1.14,0,0.01,1.15,83,29,8.1,30,Sports Interactive,190,E,1,MEDIUM,2
Gauntlet: Dark Legacy,PS2,13,2001,Action,1,Midway Games,146,0.56,0.44,0,0.15,1.15,73,15,8.3,30,Midway,75,T,0,MEDIUM,2
Medal of Honor Heroes 2,PSP,1,2007,Shooter,3,Electronic Arts,126,0.5,0.39,0.02,0.25,1.15,69,20,7.3,30,EA LA,1104,T,0,MEDIUM,2
Bad Boys: Miami Takedown,PS2,13,2004,Shooter,3,Empire Interactive,97,0.56,0.44,0,0.15,1.15,43,5,3.4,13,Blitz Games,401,M,2,MEDIUM,2
Medal of Honor: Warfighter,X360,15,2012,Action,1,Electronic Arts,126,0.59,0.45,0.01,0.1,1.15,53,43,5.4,437,Danger Close,402,M,2,MEDIUM,2
FIFA Soccer 10,PSP,1,2009,Sports,2,Electronic Arts,126,0.15,0.67,0.01,0.31,1.15,83,9,7.9,14,EA Sports,856,E,1,MEDIUM,2
Donkey Konga,GC,4,2003,Misc,7,Nintendo,156,0.5,0.16,0.46,0.03,1.15,76,55,8.3,21,Namco,1098,E,1,MEDIUM,2
Call of Duty 4: Modern Warfare,PC,0,2007,Shooter,3,Activision,176,0,1.12,0,0.03,1.15,92,40,8.5,2360,Infinity Ward,975,M,2,MEDIUM,2
Tak and the Power of Juju,PS2,13,2003,Platform,6,THQ,41,0.56,0.44,0,0.15,1.15,68,28,9,28,Avalanche Software,338,E,1,MEDIUM,2
WWE 2K15,PS4,3,2014,Sports,2,Take Two Interactive,21,0.39,0.57,0,0.19,1.15,62,44,5.1,164,Yuke's,487,T,0,MEDIUM,2
Tenchu: Wrath of Heaven,PS2,13,2003,Action,1,Activision,176,0.44,0.34,0.25,0.11,1.14,79,33,8.4,38,K2 LLC,769,M,2,MEDIUM,2
Shadow of the Colossus,PS2,13,2005,Action,1,Sony Computer Entertainment,34,0.78,0.03,0.2,0.13,1.14,91,77,9.1,933,SCE Japan Studio,41,T,0,MEDIUM,2
Brave Fencer Musashi,PS,8,1998,Role-Playing,4,SquareSoft,246,0.25,0.17,0.65,0.07,1.14,81,12,8.5,17,SquareSoft,148,E,1,MEDIUM,2
Ninja Gaiden Sigma,PS3,14,2007,Action,1,Eidos Interactive,259,0.57,0.32,0.09,0.16,1.14,88,46,7.5,155,Team Ninja,353,M,2,MEDIUM,2
WWE 2K14,PS3,14,2013,Sports,2,Take Two Interactive,21,0.49,0.46,0,0.19,1.14,74,22,7.5,121,Yuke's,487,T,0,MEDIUM,2
Pokemon Rumble Blast,3DS,16,2011,Action,1,Nintendo,156,0.47,0.26,0.35,0.07,1.14,56,36,7.1,50,Ambrella,82,E10+,3,MEDIUM,2
007: Quantum of Solace,PS3,14,2008,Action,1,Activision,176,0.43,0.51,0.02,0.19,1.14,65,42,6.6,47,Treyarch,1245,T,0,MEDIUM,2
Dance Dance Revolution Extreme 2,PS2,13,2005,Simulation,9,Konami Digital Entertainment,22,0.95,0.04,0,0.16,1.14,76,27,9,21,Konami Computer Entertainment Hawaii,1199,E10+,3,MEDIUM,2
The Lord of the Rings: The Return of the King,XB,2,2003,Action,1,Electronic Arts,126,0.71,0.38,0,0.05,1.14,84,31,9.1,31,EA Games,527,T,0,MEDIUM,2
Hot Shots Golf: Out of Bounds,PS3,14,2007,Sports,2,Sony Computer Entertainment,34,0.31,0.03,0.76,0.04,1.14,81,66,8.8,32,Clap Hanz,319,E,1,MEDIUM,2
Sunset Overdrive,XOne,5,2014,Shooter,3,Microsoft Game Studios,14,0.63,0.4,0,0.1,1.14,81,89,7.7,1137,Insomniac Games,567,M,2,MEDIUM,2
Mobile Suit Gundam: Federation vs. Zeon,PS2,13,2001,Simulation,9,Atari,229,0.12,0.1,0.88,0.03,1.14,73,15,8.8,32,Capcom,63,T,0,MEDIUM,2
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,3,2016,Fighting,8,Namco Bandai Games,0,0.41,0.45,0.11,0.17,1.14,79,60,8.2,201,CyberConnect2,857,T,0,MEDIUM,2
MechAssault,XB,2,2002,Simulation,9,Microsoft Game Studios,14,1.01,0.1,0,0.03,1.13,87,32,8,47,Day 1 Studios,612,T,0,MEDIUM,2
Cars,GBA,6,2006,Racing,5,THQ,41,0.81,0.3,0,0.02,1.13,50,8,4.7,6,Helixe,262,E,1,MEDIUM,2
Watch Dogs 2,PS4,3,2016,Action,1,Ubisoft,168,0.37,0.58,0,0.18,1.13,83,88,7.8,621,Ubisoft Montreal,164,M,2,MEDIUM,2
LEGO Star Wars III: The Clone Wars,3DS,16,2011,Action,1,LucasArts,37,0.61,0.43,0,0.09,1.13,67,25,6.1,31,Traveller's Tales,179,E10+,3,MEDIUM,2
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2,2004,Shooter,3,Ubisoft,168,0.99,0.12,0,0.02,1.13,84,55,8.6,14,Ubisoft Montreal,164,M,2,MEDIUM,2
Mirror's Edge,PS3,14,2008,Platform,6,Electronic Arts,126,0.31,0.58,0.02,0.22,1.13,79,66,7.8,362,EA DICE,122,T,0,MEDIUM,2
Guitar Hero 5,X360,15,2009,Misc,7,Activision,176,0.65,0.37,0,0.11,1.13,85,69,6.8,108,Neversoft Entertainment,641,T,0,MEDIUM,2
Alien: Isolation,PS4,3,2014,Shooter,3,Sega,147,0.34,0.57,0.04,0.17,1.13,79,50,8.1,795,Creative Assembly,1068,M,2,MEDIUM,2
Fantasy Life,3DS,16,2012,Role-Playing,4,Nintendo,156,0.33,0.37,0.37,0.06,1.13,73,51,8.6,209,Level 5 Brownie Brown,878,E10+,3,MEDIUM,2
SingStar,PS3,14,2007,Misc,7,Sony Computer Entertainment,34,0.45,0.56,0,0.12,1.13,82,48,5.9,15,SCEE London Studio,807,T,0,MEDIUM,2
The Legend of Zelda: Tri Force Heroes,3DS,16,2015,Action,1,Nintendo,156,0.53,0.33,0.17,0.08,1.12,73,73,7.6,179,Nintendo,1264,E,1,MEDIUM,2
Supercar Street Challenge,PS2,13,2001,Racing,5,Activision,176,0.55,0.43,0,0.14,1.12,57,15,7.6,9,Exakt,388,E,1,MEDIUM,2
Rabbids Go Home,Wii,7,2009,Platform,6,Ubisoft,168,0.25,0.74,0,0.14,1.12,78,50,8.3,32,Ubisoft Montpellier,470,E10+,3,MEDIUM,2
ModNation Racers,PS3,14,2010,Racing,5,Sony Computer Entertainment,34,0.5,0.4,0.06,0.16,1.12,82,85,8.4,201,United Front Games,594,E,1,MEDIUM,2
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,1,2005,Shooter,3,Sony Computer Entertainment,34,1.03,0,0.01,0.08,1.12,82,44,8.6,63,Zipper Interactive,289,M,2,MEDIUM,2
Rocksmith,PS3,14,2011,Misc,7,Ubisoft,168,0.53,0.36,0.09,0.15,1.12,80,27,8.3,52,Ubisoft,855,T,0,MEDIUM,2
Call Of Duty 2: Big Red One,XB,2,2005,Shooter,3,Activision,176,0.66,0.4,0,0.05,1.12,78,46,5.1,27,Treyarch,1245,T,0,MEDIUM,2
Rocksmith,X360,15,2011,Misc,7,Ubisoft,168,0.84,0.19,0.01,0.08,1.12,77,30,8.2,62,Ubisoft,855,T,0,MEDIUM,2
Guitar Hero 5,PS2,13,2009,Misc,7,Activision,176,0.28,0.3,0,0.54,1.12,71,4,2.6,10,BudCat,412,T,0,MEDIUM,2
Worldwide Soccer Manager 2008,PC,0,2007,Sports,2,Russel,157,0,1.12,0,0,1.12,86,15,8,19,Sports Interactive,190,E,1,MEDIUM,2
Yakuza 3,PS3,14,2009,Action,1,Sega,147,0.21,0.2,0.62,0.08,1.12,79,77,8.1,165,Ryu ga Gotoku Studios,1223,M,2,MEDIUM,2
Persona 4: Golden,PSV,10,2012,Role-Playing,4,Atlus,29,0.36,0.23,0.38,0.15,1.12,93,61,9.2,1228,Atlus,653,M,2,MEDIUM,2
Spider-Man 2,XB,2,2004,Action,1,Activision,176,0.82,0.26,0,0.04,1.12,83,60,8.3,40,Treyarch,1245,T,0,MEDIUM,2
Crackdown 2,X360,15,2010,Shooter,3,Microsoft Game Studios,14,0.63,0.36,0.02,0.1,1.12,70,91,6,202,Ruffian Games,51,M,2,MEDIUM,2
The Beatles: Rock Band,PS3,14,2009,Misc,7,MTV Games,89,0.67,0.29,0,0.15,1.12,88,60,8.7,59,Harmonix Music Systems,1009,T,0,MEDIUM,2
Dragon Age II,X360,15,2011,Action,1,Electronic Arts,126,0.72,0.29,0.01,0.09,1.11,79,75,4.5,2380,BioWare,1023,M,2,MEDIUM,2
Counter-Strike,XB,2,2003,Shooter,3,Microsoft Game Studios,14,0.85,0.23,0,0.04,1.11,74,38,7.6,51,Valve Software,798,M,2,MEDIUM,2
Guitar Hero Encore: Rocks The 80s,PS2,13,2007,Misc,7,RedOctane,231,0.92,0.04,0,0.15,1.11,69,50,6.3,31,Harmonix Music Systems,1009,T,0,MEDIUM,2
Fight Night Champion,PS3,14,2011,Fighting,8,Electronic Arts,126,0.45,0.49,0,0.18,1.11,84,52,7.3,95,EA Canada,538,M,2,MEDIUM,2
Rock Band,PS2,13,2007,Misc,7,Electronic Arts,126,0.71,0.06,0,0.35,1.11,82,8,6.8,13,Harmonix Music Systems,1009,T,0,MEDIUM,2
Tom Clancy's Splinter Cell: Chaos Theory,XB,2,2005,Action,1,Ubisoft,168,0.68,0.38,0,0.05,1.11,94,70,9,160,Ubisoft Montreal,164,M,2,MEDIUM,2
Pikmin 3,WiiU,9,2013,Strategy,10,Nintendo,156,0.44,0.32,0.29,0.07,1.11,87,79,8.7,664,Nintendo,1264,E10+,3,MEDIUM,2
WWE 2K14,X360,15,2013,Sports,2,Take Two Interactive,21,0.64,0.37,0,0.1,1.11,75,43,7.7,100,Yuke's,487,T,0,MEDIUM,2
Dragon Ball: XenoVerse,PS4,3,2015,Fighting,8,Namco Bandai Games,0,0.3,0.52,0.12,0.16,1.11,69,50,7.7,598,Dimps Corporation,127,T,0,MEDIUM,2
Castlevania: Lords of Shadow,PS3,14,2010,Action,1,Konami Digital Entertainment,22,0.5,0.35,0.1,0.15,1.1,85,62,8,468,Mercury Steam,934,M,2,MEDIUM,2
Plants vs. Zombies,DS,11,2011,Strategy,10,Mastertronic,148,0.9,0.12,0,0.08,1.1,81,23,7.4,29,TOSE,155,E10+,3,MEDIUM,2
Tales of Symphonia,GC,4,2003,Role-Playing,4,Nintendo,156,0.54,0.21,0.31,0.04,1.1,86,60,8.5,176,Namco,1098,T,0,MEDIUM,2
LEGO City Undercover,WiiU,9,2013,Platform,6,Nintendo,156,0.47,0.42,0.13,0.08,1.1,80,66,8.2,283,TT Games,828,E10+,3,MEDIUM,2
Need for Speed: ProStreet,Wii,7,2007,Racing,5,Electronic Arts,126,0.53,0.45,0,0.12,1.1,61,16,6.9,14,EA Games,527,E10+,3,MEDIUM,2
GRID,PS3,14,2008,Racing,5,Codemasters,143,0.31,0.56,0.03,0.2,1.1,87,39,8.1,109,Codemasters,609,E,1,MEDIUM,2
Medal of Honor: Airborne,X360,15,2007,Shooter,3,Electronic Arts,126,0.45,0.52,0.01,0.12,1.1,73,54,6.7,77,Electronic Arts,366,T,0,MEDIUM,2
Star Ocean: The Second Story,PS,8,1998,Role-Playing,4,Sony Computer Entertainment,34,0.26,0.1,0.72,0.02,1.1,80,13,8.5,44,TriAce,48,E,1,MEDIUM,2
NCAA Football 14,X360,15,2013,Sports,2,Electronic Arts,126,1.01,0,0,0.08,1.09,77,18,5.8,74,EA Tiburon,397,E,1,MEDIUM,2
Yakuza 2,PS2,13,2006,Adventure,11,Sega,147,0.05,0.04,0.84,0.16,1.09,77,34,8.1,52,Amusement Vision,861,M,2,MEDIUM,2
Guitar Hero 5,PS3,14,2009,Misc,7,Activision,176,0.53,0.39,0,0.17,1.09,86,54,5.7,87,Neversoft Entertainment,641,T,0,MEDIUM,2
Dragon Ball Z: The Legacy of Goku II,GBA,6,2003,Role-Playing,4,Atari,229,0.78,0.29,0,0.02,1.09,75,21,8.9,39,Webfoot Technologies,571,E,1,MEDIUM,2
NERF N-Strike,Wii,7,2008,Shooter,3,Electronic Arts,126,0.91,0.09,0,0.09,1.09,66,13,4.4,7,EA Redwood Shores EA Salt Lake,157,E10+,3,MEDIUM,2
NFL 2K1,DC,12,2000,Sports,2,Sega,147,1.02,0.05,0,0.02,1.09,97,22,6,47,Visual Concepts,261,E,1,MEDIUM,2
Untold Legends: Brotherhood of the Blade,PSP,1,2005,Role-Playing,4,Activision,176,0.54,0.33,0.01,0.22,1.09,68,51,7.6,58,Sony Online Entertainment,779,T,0,MEDIUM,2
Project CARS,PS4,3,2015,Racing,5,Slightly Mad Studios,83,0.2,0.7,0.02,0.16,1.09,83,37,6.6,363,Slightly Mad Studios,266,E,1,MEDIUM,2
Madden NFL 2004,XB,2,2003,Sports,2,Electronic Arts,126,1.02,0.02,0,0.05,1.09,92,27,8.3,48,EA Tiburon,397,E,1,MEDIUM,2
Sonic and the Black Knight,Wii,7,2009,Platform,6,Sega,147,0.64,0.34,0.01,0.1,1.09,54,51,6.9,198,Sonic Team,737,E10+,3,MEDIUM,2
The Godfather,PS2,13,2006,Action,1,Electronic Arts,126,0.89,0.03,0.01,0.15,1.09,75,56,8.3,99,Electronic Arts,366,M,2,MEDIUM,2
Sonic Free Riders,X360,15,2010,Racing,5,Sega,147,0.74,0.25,0,0.09,1.09,47,52,2.1,98,Sega,1164,E,1,MEDIUM,2
Star Wars: Bounty Hunter,PS2,13,2002,Shooter,3,LucasArts,37,0.53,0.42,0,0.14,1.09,65,32,8.3,33,LucasArts,888,T,0,MEDIUM,2
WWE SmackDown vs. Raw 2011,PS3,14,2010,Fighting,8,THQ,41,0.44,0.46,0.01,0.18,1.09,74,42,6.9,41,Yuke's,487,T,0,MEDIUM,2
NCAA Football 13,X360,15,2012,Action,1,Electronic Arts,126,1.02,0,0,0.07,1.09,76,20,5.5,65,EA Tiburon,397,E,1,MEDIUM,2
Skate 2,X360,15,2009,Sports,2,Electronic Arts,126,0.82,0.17,0.01,0.09,1.09,84,70,8,72,EA Black Box,452,T,0,MEDIUM,2
NASCAR Thunder 2004,PS2,13,2003,Racing,5,Electronic Arts,126,0.53,0.41,0,0.14,1.08,88,15,8.9,77,EA Tiburon,397,E,1,MEDIUM,2
Namco Museum Battle Collection,PSP,1,2005,Misc,7,Sony Computer Entertainment,34,0.75,0.18,0,0.16,1.08,73,28,7.2,9,TOSE,155,E10+,3,MEDIUM,2
Empire: Total War,PC,0,2009,Strategy,10,Sega,147,0.01,0.97,0,0.1,1.08,90,62,6.9,2981,Creative Assembly,1068,T,0,MEDIUM,2
Virtua Fighter 5,PS3,14,2007,Fighting,8,Sega,147,0.29,0.51,0.08,0.2,1.08,85,47,7.4,67,Sega AM2,583,T,0,MEDIUM,2
Dante's Inferno,PS3,14,2010,Action,1,Electronic Arts,126,0.64,0.28,0.04,0.13,1.08,75,69,7.5,265,Visceral Games,1271,M,2,MEDIUM,2
Tom Clancy's Ghost Recon 2,PS2,13,2004,Shooter,3,Ubisoft,168,0.64,0.34,0,0.1,1.08,58,21,6,19,Ubisoft Shanghai/Paris,700,T,0,MEDIUM,2
Forza Horizon 3,XOne,5,2016,Racing,5,Microsoft Game Studios,14,0.42,0.58,0,0.08,1.08,91,90,7.4,594,Playground Games,30,E,1,MEDIUM,2
Star Wars: The Force Unleashed,PSP,1,2008,Action,1,LucasArts,37,0.43,0.4,0,0.24,1.08,70,10,8.1,49,Krome Studios,904,T,0,MEDIUM,2
Dragon Ball Z: Taiketsu,GBA,6,2003,Fighting,8,Atari,229,0.77,0.29,0,0.02,1.08,40,23,6.1,22,Webfoot Technologies,571,T,0,MEDIUM,2
Star Fox: Assault,GC,4,2005,Shooter,3,Nintendo,156,0.68,0.18,0.19,0.03,1.08,67,59,8.1,106,Namco,1098,T,0,MEDIUM,2
Plants vs. Zombies: Garden Warfare,X360,15,2014,Shooter,3,Electronic Arts,126,0.51,0.47,0,0.09,1.08,69,6,7.3,121,PopCap,325,E10+,3,MEDIUM,2
The Simpsons Game,PSP,1,2007,Action,1,Electronic Arts,126,0.24,0.54,0,0.3,1.07,59,7,6.7,15,Electronic Arts Rebellion,168,T,0,MEDIUM,2
LEGO Star Wars II: The Original Trilogy,DS,11,2006,Action,1,LucasArts,37,0.96,0.03,0,0.08,1.07,47,9,5,38,Amaze Entertainment,561,E,1,MEDIUM,2
Call of Duty 3,PS2,13,2006,Shooter,3,Activision,176,0.89,0.03,0,0.15,1.07,82,14,7.4,83,Treyarch,1245,T,0,MEDIUM,2
FIFA Soccer 11,Wii,7,2010,Sports,2,Electronic Arts,126,0.26,0.69,0,0.12,1.07,73,17,7.3,8,EA Sports,856,E,1,MEDIUM,2
Prince of Persia,PS3,14,2008,Action,1,Ubisoft,168,0.47,0.4,0.03,0.17,1.07,85,59,7.3,245,Ubisoft Montreal,164,T,0,MEDIUM,2
Tomb Raider: Underworld,X360,15,2008,Action,1,Eidos Interactive,259,0.53,0.42,0.01,0.11,1.07,76,57,6.6,198,Crystal Dynamics,875,T,0,MEDIUM,2
Pro Evolution Soccer 2008,X360,15,2007,Sports,2,Konami Digital Entertainment,22,0.08,0.9,0.04,0.05,1.07,76,29,7.8,36,Konami,489,E,1,MEDIUM,2
