Name,Platform,Platform_Identifier,Year_of_Release,Genre,Genre_Identifier,Publisher,Publisher_Identifier,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Developer_Identifier,Rating,Rating_Identifier,Sales_Category,Sales_Category_Identifier
Shadow of Destiny,PSP,1,2009,Adventure,11,Konami Digital Entertainment,22,0.08,0,0,0.01,0.09,54,6,8.2,5,Konami,489,T,0,VERY LOW,0
Mimana Iyar Chronicle,PSP,1,2009,Role-Playing,4,GungHo,192,0.07,0,0.01,0.01,0.09,45,6,5.8,8,GungHo,701,T,0,VERY LOW,0
Michael Jackson: The Experience,PSV,10,2011,Misc,7,Ubisoft,168,0.04,0.03,0,0.02,0.09,57,27,5.8,19,Ubisoft,855,E10+,3,VERY LOW,0
Def Jam Fight For NY: The Takeover,PSP,1,2006,Action,1,Electronic Arts,126,0.08,0,0,0.01,0.09,79,25,8.2,16,Aki Corp.,669,M,2,VERY LOW,0
Tom Clancy's EndWar,DS,11,2008,Strategy,10,Ubisoft,168,0.08,0.01,0,0.01,0.09,69,11,5.8,4,Funatics Software Funatics,1242,T,0,VERY LOW,0
JASF: Jane's Advanced Strike Fighters,X360,15,2011,Simulation,9,Deep Silver,95,0.06,0.02,0,0.01,0.09,45,5,4.5,8,Trickstar Games,786,T,0,VERY LOW,0
Astro Boy: Omega Factor,GBA,6,2003,Action,1,THQ,41,0.06,0.02,0,0,0.09,85,37,8.6,18,Hitmaker,1077,E,1,VERY LOW,0
Disgaea Infinite,PSP,1,2010,Adventure,11,Nippon Ichi Software,66,0.07,0,0.01,0.01,0.09,64,15,4.4,40,Nippon Ichi Software,19,T,0,VERY LOW,0
Phantom Brave: The Hermuda Triangle,PSP,1,2010,Role-Playing,4,Nippon Ichi Software,66,0.06,0,0.03,0.01,0.09,65,16,7.3,11,Nippon Ichi Software,19,T,0,VERY LOW,0
Fullmetal Alchemist: Dual Sympathy,DS,11,2005,Role-Playing,4,Empire Interactive,97,0.05,0,0.04,0,0.09,58,15,7.3,12,Natsume,604,T,0,VERY LOW,0
Lock's Quest,DS,11,2008,Strategy,10,THQ,41,0.08,0,0,0.01,0.09,80,32,8.7,27,5TH Cell,608,E,1,VERY LOW,0
Rugby 2005,PS2,13,2005,Sports,2,Electronic Arts,126,0.04,0.03,0,0.01,0.09,71,15,8.6,19,HB Studios Multimedia,205,E,1,VERY LOW,0
Pokemon Rumble World,3DS,16,2015,Action,1,Nintendo,156,0,0.01,0.08,0,0.09,58,16,6.4,69,Ambrella The Pokemon Company,1235,E10+,3,VERY LOW,0
Spectral Force Genesis,DS,11,2008,Role-Playing,4,Nobilis,252,0.08,0,0.01,0.01,0.09,46,8,7,5,Neverland Idea Factory,511,T,0,VERY LOW,0
Last Rebellion,PS3,14,2010,Role-Playing,4,Nippon Ichi Software,66,0.06,0.01,0.01,0.01,0.09,44,30,4.6,34,Hit Maker,84,T,0,VERY LOW,0
DriveClub VR,PS4,3,2016,Racing,5,Sony Computer Entertainment,34,0.03,0.05,0,0.01,0.09,67,34,7.4,110,Evolution Studios,634,E,1,VERY LOW,0
Quantum Theory,X360,15,2010,Shooter,3,Tecmo Koei,155,0.06,0.02,0,0.01,0.09,37,39,3.6,31,Tecmo,1034,M,2,VERY LOW,0
Tornado Outbreak,PS3,14,2009,Action,1,Konami Digital Entertainment,22,0.08,0,0,0.01,0.09,69,15,7.6,8,Loose Cannon Studios,516,E10+,3,VERY LOW,0
Justice League Heroes,DS,11,2006,Role-Playing,4,Eidos Interactive,259,0.08,0,0,0.01,0.09,43,9,5.7,7,Sensory Sweep,1142,E10+,3,VERY LOW,0
Space Invaders Extreme,PSP,1,2008,Shooter,3,Square Enix,127,0.06,0.01,0.01,0.01,0.09,84,29,6.8,13,Taito Corporation,540,E,1,VERY LOW,0
Mystic Heroes,GC,4,2002,Action,1,Tecmo Koei,155,0.03,0.01,0.04,0,0.09,67,13,8.5,26,Koei,881,T,0,VERY LOW,0
Zoids Assault,X360,15,2007,Strategy,10,Takara Tomy,36,0.08,0,0,0.01,0.09,46,17,7.3,7,Takara Tomy,251,T,0,VERY LOW,0
Arslan: The Warriors of Legend,PS4,3,2015,Action,1,Tecmo Koei,155,0.03,0.01,0.04,0.01,0.09,69,43,6.6,23,Omega Force,1219,T,0,VERY LOW,0
Freestyle Metal X,PS2,13,2003,Racing,5,Midway Games,146,0.04,0.03,0,0.01,0.09,67,25,8.3,17,Deibus Studios,441,T,0,VERY LOW,0
Dark Angel: Vampire Apocalypse,PS2,13,2001,Role-Playing,4,Metro 3D,38,0.04,0.03,0,0.01,0.09,53,9,5.6,5,Metro3D,1007,T,0,VERY LOW,0
Damnation,PS3,14,2009,Shooter,3,Codemasters,143,0.07,0.01,0,0.01,0.09,36,36,2.8,40,Blue Omega,99,M,2,VERY LOW,0
Supreme Commander,X360,15,2008,Strategy,10,505 Games,25,0.07,0.01,0,0.01,0.09,56,24,5.7,19,Hellbent Games,1286,E10+,3,VERY LOW,0
Transworld Snowboarding,XB,2,2002,Sports,2,Atari,229,0.07,0.02,0,0,0.09,74,14,9.2,14,Housemarque,314,T,0,VERY LOW,0
World Soccer Winning Eleven 8 International,XB,2,2004,Sports,2,Konami Digital Entertainment,22,0.07,0.02,0,0,0.09,90,25,8.4,11,KCET,256,E,1,VERY LOW,0
Sniper Elite,XB,2,2005,Shooter,3,Ubisoft,168,0.07,0.02,0,0,0.09,77,25,8.5,11,Rebellion,1269,M,2,VERY LOW,0
Mahjong Cub3D,3DS,16,2011,Puzzle,12,Sunsoft,198,0.07,0,0.02,0,0.09,67,11,5.3,4,SunSoft,1244,E,1,VERY LOW,0
Test Drive: Eve of Destruction,XB,2,2004,Racing,5,Atari,229,0.07,0.02,0,0,0.09,72,28,8.7,7,Monster Games Inc.,149,T,0,VERY LOW,0
Blazblue: Continuum Shift Extend,PS3,14,2011,Fighting,8,PQube,35,0,0,0.09,0,0.09,73,6,7.5,27,Arc System Works,18,T,0,VERY LOW,0
Crimson Sea,XB,2,2002,Action,1,Tecmo Koei,155,0.04,0.01,0.04,0,0.09,78,19,8.2,10,Koei,881,T,0,VERY LOW,0
Red Bull BC One,DS,11,2008,Misc,7,Playlogic Game Factory,149,0.08,0,0,0.01,0.09,48,15,5.3,8,Smack Down Productions,834,E,1,VERY LOW,0
The Weakest Link,PS,8,2001,Misc,7,Activision,176,0.05,0.03,0,0.01,0.09,63,7,7.2,6,Activision Traveller's Tales,997,E,1,VERY LOW,0
Viewtiful Joe: Red Hot Rumble,PSP,1,2006,Action,1,Capcom,261,0.08,0,0,0.01,0.09,63,24,6.3,6,Clover Studio,386,T,0,VERY LOW,0
Wolfenstein: The Old Blood,PC,0,2015,Action,1,Bethesda Softworks,189,0,0.08,0,0,0.09,76,30,7.6,338,MachineGames,862,M,2,VERY LOW,0
GRID Autosport,X360,15,2014,Racing,5,Codemasters,143,0.03,0.05,0,0.01,0.09,75,15,6,56,Codemasters,609,E,1,VERY LOW,0
Ikaruga,GC,4,2003,Shooter,3,Atari,229,0.07,0.02,0,0,0.09,85,52,8.5,42,Treasure,152,E,1,VERY LOW,0
The Suffering: Ties That Bind,XB,2,2005,Action,1,Midway Games,146,0.07,0.02,0,0,0.09,76,36,9.1,8,Surreal Software,751,M,2,VERY LOW,0
Nobunaga's Ambition: Iron Triangle,PS2,13,2006,Strategy,10,Tecmo Koei,155,0.04,0.03,0,0.01,0.09,76,8,8,7,Koei,881,E10+,3,VERY LOW,0
The Mummy: Tomb of the Dragon Emperor,Wii,7,2008,Action,1,Vivendi Games,245,0.08,0,0,0.01,0.09,39,7,6.4,5,Eurocom Entertainment Software,166,T,0,VERY LOW,0
Knights in the Nightmare,PSP,1,2010,Role-Playing,4,Atlus,29,0.06,0,0.02,0.01,0.09,75,10,7.7,7,Sting,966,T,0,VERY LOW,0
Terraria,3DS,16,2016,Action,1,505 Games,25,0,0.04,0.05,0,0.09,71,6,7.1,21,ReLogic,1154,T,0,VERY LOW,0
Digimon World 4,GC,4,2005,Role-Playing,4,Namco Bandai Games,0,0.07,0.02,0,0,0.09,55,4,8.1,19,Bandai,1018,E,1,VERY LOW,0
Spectral Force 3,X360,15,2006,Role-Playing,4,Idea Factory,254,0.08,0,0,0.01,0.09,59,16,7.5,19,Xpec,678,T,0,VERY LOW,0
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,4,2005,Action,1,Activision,176,0.07,0.02,0,0,0.09,68,11,8,9,Krome Studios,904,E10+,3,VERY LOW,0
The Ant Bully,Wii,7,2006,Platform,6,Midway Games,146,0.08,0,0,0.01,0.09,45,12,1.4,5,Artificial Mind and Movement,300,E10+,3,VERY LOW,0
Risen 3: Titan Lords,PC,0,2014,Role-Playing,4,Deep Silver,95,0,0.08,0,0,0.09,65,49,5.7,822,Piranha Bytes,1085,M,2,VERY LOW,0
Battle Fantasia,X360,15,2008,Fighting,8,505 Games,25,0.07,0,0.01,0.01,0.09,71,22,6.6,8,Arc System Works,18,T,0,VERY LOW,0
Karaoke Revolution,XB,2,2004,Misc,7,Konami Digital Entertainment,22,0.06,0.02,0,0,0.09,80,13,8.5,4,Secret Level,1094,E,1,VERY LOW,0
Fire Pro Wrestling Returns,PS2,13,2005,Sports,2,505 Games,25,0.04,0.03,0,0.01,0.09,78,12,8.5,17,SNeo,80,T,0,VERY LOW,0
Obscure: The Aftermath,PSP,1,2009,Action,1,Playlogic Game Factory,149,0.05,0.03,0,0.01,0.09,66,25,8.2,20,Hydravision,141,M,2,VERY LOW,0
Jimmy Neutron: Boy Genius,GC,4,2002,Platform,6,THQ,41,0.07,0.02,0,0,0.09,42,4,5.1,7,Big Sky Software,710,E,1,VERY LOW,0
Henry Hatsworth in the Puzzling Adventure,DS,11,2009,Puzzle,12,Electronic Arts,126,0.08,0,0,0.01,0.09,82,46,8,38,EA Tiburon,397,E,1,VERY LOW,0
Rollcage Stage II,PS,8,2000,Racing,5,Sony Computer Entertainment,34,0.05,0.03,0,0.01,0.09,85,7,8.9,16,Attention To Detail,1238,E,1,VERY LOW,0
Samurai Warriors 2: Xtreme Legends,PS2,13,2007,Action,1,Tecmo Koei,155,0.04,0.03,0,0.01,0.09,50,11,8,9,Koei,881,T,0,VERY LOW,0
Spider-Man: Edge of Time,Wii,7,2011,Action,1,Activision,176,0.06,0.02,0,0.01,0.09,62,9,5.2,6,Beenox,181,T,0,VERY LOW,0
Jumper: Griffin's Story,Wii,7,2008,Action,1,Eidos Interactive,259,0.08,0,0,0.01,0.09,28,5,2.5,11,Collision Studios,999,T,0,VERY LOW,0
Forgotten Realms: Demon Stone,XB,2,2004,Action,1,Atari,229,0.06,0.02,0,0,0.09,72,17,6.5,6,Stormfront Studios,10,T,0,VERY LOW,0
Rock Band 3,DS,11,2010,Misc,7,MTV Games,89,0.07,0.01,0,0.01,0.09,79,8,5.5,6,Backbone Entertainment,1215,E10+,3,VERY LOW,0
LEGO Star Wars II: The Original Trilogy,GBA,6,2006,Action,1,LucasArts,37,0.06,0.02,0,0,0.09,55,5,7,6,Amaze Entertainment,561,E,1,VERY LOW,0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2,2005,Adventure,11,Disney Interactive Studios,124,0.06,0.02,0,0,0.09,65,19,7.3,6,Capcom,63,E10+,3,VERY LOW,0
Top Gear Rally,GBA,6,2003,Racing,5,Kemco,118,0.06,0.02,0,0,0.09,78,12,7.6,5,Tantalus Interactive,859,E,1,VERY LOW,0
Red Faction: Armageddon,PC,0,2011,Shooter,3,THQ,41,0.05,0.02,0,0.01,0.09,75,29,6.7,273,Volition Inc.,767,M,2,VERY LOW,0
BIT.TRIP COMPLETE,Wii,7,2011,Misc,7,Rising Star Games,209,0.06,0.02,0,0.01,0.09,84,19,8.7,18,Gaijin Games,1127,E,1,VERY LOW,0
Rugby 15,XOne,5,2015,Sports,2,Bigben Interactive,61,0.03,0.05,0,0.01,0.09,20,4,3.1,30,HB Studios Multimedia,205,E,1,VERY LOW,0
XIII,GC,4,2003,Shooter,3,Ubisoft,168,0.07,0.02,0,0,0.09,73,27,7.7,20,Ubisoft Paris,706,M,2,VERY LOW,0
Data East Arcade Classics,Wii,7,2010,Misc,7,Majesco Entertainment,81,0.08,0,0,0.01,0.09,56,7,8.2,5,G1M2,1152,T,0,VERY LOW,0
Wizardry: Tale of the Forsaken Land,PS2,13,2001,Role-Playing,4,Ubisoft,168,0.04,0.03,0,0.01,0.09,70,14,7.5,6,Racjin,639,T,0,VERY LOW,0
ShellShock 2: Blood Trails,X360,15,2009,Shooter,3,Eidos Interactive,259,0.05,0.03,0,0.01,0.09,30,21,5.9,33,Rebellion,1269,M,2,VERY LOW,0
F.E.A.R. Files,X360,15,2007,Shooter,3,Vivendi Games,245,0.07,0.01,0,0.01,0.09,66,43,7.1,16,TimeGate Studios Day 1 Studios,126,M,2,VERY LOW,0
The Smurfs 2,WiiU,9,2013,Platform,6,Ubisoft,168,0.04,0.03,0,0.01,0.09,42,5,5.6,21,WayForward,463,E,1,VERY LOW,0
Lara Croft and the Temple of Osiris,PS4,3,2014,Action,1,Square Enix,127,0,0.07,0,0.01,0.09,74,40,6.7,128,Nixxes Software,568,T,0,VERY LOW,0
The Sims 2: Apartment Life,PC,0,2008,Simulation,9,Electronic Arts,126,0,0.07,0,0.01,0.09,75,10,7.7,19,Electronic Arts,366,T,0,VERY LOW,0
Killer7,PS2,13,2005,Action,1,Capcom,261,0.04,0.03,0,0.01,0.09,70,39,8.1,36,Grasshopper Manufacture,1092,M,2,VERY LOW,0
Age of Mythology,PC,0,2002,Strategy,10,Microsoft Game Studios,14,0.02,0.06,0,0.01,0.09,89,31,8.9,484,Ensemble Studios,1139,T,0,VERY LOW,0
Astro Boy,PS2,13,2004,Action,1,Sega,147,0.04,0.03,0,0.01,0.09,54,29,6.9,7,Sonic Team,737,E,1,VERY LOW,0
Puss in Boots,PS3,14,2011,Action,1,THQ,41,0.07,0.01,0,0.01,0.09,70,4,7,4,THQ,1216,E10+,3,VERY LOW,0
Monster House,GBA,6,2006,Adventure,11,THQ,41,0.06,0.02,0,0,0.09,69,10,9,4,Artificial Mind and Movement,300,E,1,VERY LOW,0
Cloudy With a Chance of Meatballs,X360,15,2009,Platform,6,Ubisoft,168,0.07,0,0,0.01,0.09,62,12,6.5,11,Ubisoft Shanghai,707,E,1,VERY LOW,0
MetropolisMania,PS2,13,2001,Strategy,10,Natsume,131,0.04,0.03,0,0.01,0.09,63,5,7.1,16,Indi,967,T,0,VERY LOW,0
NCAA Football 08,XB,2,2007,Sports,2,Electronic Arts,126,0.06,0.02,0,0,0.08,82,4,8.1,8,EA Sports,856,E,1,VERY LOW,0
Ephemeral Fantasia,PS2,13,2000,Role-Playing,4,Konami Digital Entertainment,22,0.04,0.03,0,0.01,0.08,48,16,6.3,39,KCEJ,636,T,0,VERY LOW,0
1 vs. 100,DS,11,2008,Misc,7,DSI Games,172,0.08,0,0,0.01,0.08,38,5,3.2,5,ECI,53,E,1,VERY LOW,0
Counter-Strike: Source,PC,0,2004,Shooter,3,Vivendi Games,245,0,0.07,0,0.02,0.08,88,9,8.9,9851,Valve Software,798,M,2,VERY LOW,0
Gray Matter,PC,0,2011,Adventure,11,DTP Entertainment,226,0.02,0.05,0,0.01,0.08,72,27,7.7,80,Wizarbox,1057,T,0,VERY LOW,0
America's Army: True Soldiers,X360,15,2007,Shooter,3,Ubisoft,168,0.08,0,0,0.01,0.08,43,11,6.7,55,Red Storm Entertainment,942,T,0,VERY LOW,0
Raiden Fighters Aces,X360,15,2008,Shooter,3,Valcon Games,195,0.06,0.02,0,0.01,0.08,73,11,7.5,12,Gulti,221,E10+,3,VERY LOW,0
NASCAR The Game: Inside Line,PS3,14,2012,Racing,5,Activision,176,0.07,0,0,0.01,0.08,76,4,4.5,15,Eutechnyx,268,E,1,VERY LOW,0
Star Wars: Empire at War,PC,0,2006,Strategy,10,LucasArts,37,0.01,0.06,0,0.01,0.08,79,45,8.4,240,Petroglyph,913,T,0,VERY LOW,0
BlazBlue Central Fiction,PS4,3,2016,Fighting,8,PQube,35,0.04,0,0.03,0.01,0.08,85,21,7.6,39,Arc System Works,18,T,0,VERY LOW,0
Sega GT Online,XB,2,2003,Racing,5,Sega,147,0.06,0.02,0,0,0.08,72,32,9.2,5,Wow Entertainment,159,T,0,VERY LOW,0
Knights in the Nightmare,DS,11,2008,Role-Playing,4,Sting,49,0.06,0,0.02,0,0.08,76,25,8.6,23,Sting,966,T,0,VERY LOW,0
Marvel Nemesis: Rise of the Imperfects,DS,11,2005,Fighting,8,Electronic Arts,126,0.08,0,0,0.01,0.08,34,6,6.5,16,EA Canada Sensory Sweep,1141,E10+,3,VERY LOW,0
Nano Assault,3DS,16,2011,Shooter,3,Majesco Entertainment,81,0.08,0,0,0.01,0.08,75,8,7.7,18,Shin'en,1279,E10+,3,VERY LOW,0
Captain America: Super Soldier,3DS,16,2011,Action,1,Sega,147,0.05,0.02,0,0.01,0.08,51,9,5,6,High Voltage Software,885,T,0,VERY LOW,0
Onimusha Tactics,GBA,6,2003,Strategy,10,Capcom,261,0.06,0.02,0,0,0.08,64,21,8.7,7,Capcom,63,T,0,VERY LOW,0
Bomberman Jetters,GC,4,2002,Puzzle,12,Hudson Soft,183,0.06,0.02,0,0,0.08,70,21,7.9,10,Hudson,685,E,1,VERY LOW,0
TOCA Race Driver 3,PS2,13,2006,Racing,5,Codemasters,143,0.04,0.03,0,0.01,0.08,82,26,7.2,15,Codemasters,609,E10+,3,VERY LOW,0
Mad Dog McCree: Gunslinger Pack,Wii,7,2009,Shooter,3,Majesco Entertainment,81,0.07,0,0,0.01,0.08,31,6,5,11,Digital Leisure Inc.,509,T,0,VERY LOW,0
How to Train Your Dragon 2,WiiU,9,2014,Adventure,11,Little Orbit,250,0.03,0.05,0,0.01,0.08,47,4,4.9,7,Torus Games,233,E10+,3,VERY LOW,0
Blacksite: Area 51,PS3,14,2007,Shooter,3,Midway Games,146,0.07,0.01,0,0.01,0.08,56,23,6.3,18,Midway Studios  Austin,196,T,0,VERY LOW,0
Disney's Donald Duck: Goin' Quackers,PS2,13,2000,Platform,6,Ubisoft,168,0.04,0.03,0,0.01,0.08,73,10,7.3,7,Disney Interactive,773,E,1,VERY LOW,0
Ultimate Brain Games,GBA,6,2003,Misc,7,Telegames,165,0.06,0.02,0,0,0.08,80,9,8.3,7,Cosmigo,250,E,1,VERY LOW,0
Exit,PSP,1,2005,Puzzle,12,Ubisoft,168,0.07,0,0,0.01,0.08,77,36,7.7,13,Taito Corporation,540,E,1,VERY LOW,0
Harvey Birdman: Attorney at Law,Wii,7,2008,Adventure,11,Capcom,261,0.08,0,0,0.01,0.08,60,28,7.8,5,High Voltage Software,885,T,0,VERY LOW,0
Aliens versus Predator: Extinction,XB,2,2003,Strategy,10,Electronic Arts,126,0.06,0.02,0,0,0.08,64,19,7.7,21,Zono Inc.,320,T,0,VERY LOW,0
Bejeweled 3,PC,0,2010,Puzzle,12,PopCap Games,19,0.02,0.05,0,0.01,0.08,82,27,8.1,86,PopCap,325,E,1,VERY LOW,0
RTX Red Rock,PS2,13,2003,Shooter,3,LucasArts,37,0.04,0.03,0,0.01,0.08,49,23,5,4,LucasArts,888,T,0,VERY LOW,0
FIFA Street 2,XB,2,2006,Sports,2,Electronic Arts,126,0.06,0.02,0,0,0.08,63,30,7.1,9,EA Canada,538,E,1,VERY LOW,0
Smart Bomb,PSP,1,2005,Puzzle,12,Eidos Interactive,259,0.07,0,0,0.01,0.08,45,19,5.4,5,Core Design Ltd.,559,E10+,3,VERY LOW,0
Shining Force: Resurrection of the Dark Dragon,GBA,6,2004,Role-Playing,4,THQ,41,0.06,0.02,0,0,0.08,77,20,8.8,15,Amusement Vision,861,T,0,VERY LOW,0
Shining Soul II,GBA,6,2003,Role-Playing,4,THQ,41,0.06,0.02,0,0,0.08,74,18,8.3,9,Grasshopper Manufacture,1092,E,1,VERY LOW,0
The Golf Club,PS4,3,2014,Sports,2,Unknown,111,0.05,0.02,0,0.01,0.08,66,11,6.3,67,HB Studios Multimedia,205,E,1,VERY LOW,0
Hello Kitty: Roller Rescue,GC,4,2005,Action,1,Empire Interactive,97,0.06,0.02,0,0,0.08,64,14,6.8,6,Xpec,678,E,1,VERY LOW,0
Metal Slug Advance,GBA,6,2004,Shooter,3,Ignition Entertainment,158,0.06,0.02,0,0,0.08,79,32,8.3,14,Noise Factory,687,T,0,VERY LOW,0
Pac-Man World Rally,GC,4,2006,Racing,5,Namco Bandai Games,0,0.06,0.02,0,0,0.08,57,10,7.8,4,Smart Bomb Interactive,332,E,1,VERY LOW,0
Blazing Angels: Squadrons of WWII,XB,2,2006,Simulation,9,Ubisoft,168,0.06,0.02,0,0,0.08,69,19,6.8,4,Ubisoft Romania,760,T,0,VERY LOW,0
God Eater Resurrection,PS4,3,2015,Action,1,Namco Bandai Games,0,0,0,0.08,0,0.08,70,18,7.8,44,Shift Bandai Namco Games,722,T,0,VERY LOW,0
NHL 2K7,X360,15,2006,Sports,2,Take Two Interactive,21,0.07,0,0,0.01,0.08,78,51,7.9,166,Kush Games,668,E10+,3,VERY LOW,0
Miami Nights: Singles in the City,DS,11,2008,Simulation,9,Ubisoft,168,0.08,0,0,0.01,0.08,48,6,7.1,7,Gameloft,460,T,0,VERY LOW,0
Shovel Knight,PS4,3,2015,Platform,6,Yacht Club Games,260,0.03,0.03,0,0.01,0.08,90,18,7.6,312,Yacht Club Games,718,E,1,VERY LOW,0
Strider 2,PS,8,2000,Platform,6,Virgin Interactive,30,0.05,0.03,0,0.01,0.08,69,15,8.1,11,Capcom,63,E,1,VERY LOW,0
Invizimals: The Alliance,PSV,10,2013,Action,1,Sony Computer Entertainment,34,0,0.06,0,0.02,0.08,69,16,6.8,10,Novarama,237,E10+,3,VERY LOW,0
Death Jr. and the Science Fair of Doom,DS,11,2007,Platform,6,Konami Digital Entertainment,22,0.08,0,0,0.01,0.08,47,23,7.5,6,Foundation 9 Entertainment,897,E10+,3,VERY LOW,0
Shin Megami Tensei: Digital Devil Saga 2,PS2,13,2005,Role-Playing,4,Ghostlight,133,0.04,0.03,0,0.01,0.08,82,38,7.9,38,Atlus Co.,872,M,2,VERY LOW,0
Pro Evolution Soccer 2013,PC,0,2012,Sports,2,Konami Digital Entertainment,22,0,0.07,0,0.01,0.08,80,8,6.9,182,Konami,489,E,1,VERY LOW,0
Battleborn,PC,0,2016,Shooter,3,Take Two Interactive,21,0.04,0.04,0,0.01,0.08,69,34,6.9,400,Gearbox Software,863,T,0,VERY LOW,0
Agatha Christie: Evil Under the Sun,Wii,7,2008,Adventure,11,The Adventure Company,113,0.06,0.01,0,0.01,0.08,46,6,7.3,6,AWE Games,7,T,0,VERY LOW,0
Don King Boxing,DS,11,2009,Sports,2,Take Two Interactive,21,0.06,0.01,0,0.01,0.08,71,4,7.8,5,Venom Games,257,T,0,VERY LOW,0
Grand Prix Challenge,PS2,13,2002,Racing,5,Atari,229,0.04,0.03,0,0.01,0.08,76,9,9.2,9,Atari,638,E,1,VERY LOW,0
FIFA Soccer 2005,GBA,6,2004,Sports,2,Electronic Arts,126,0.06,0.02,0,0,0.08,75,4,7.8,5,EA Canada,538,E,1,VERY LOW,0
ShellShock 2: Blood Trails,PS3,14,2009,Shooter,3,Eidos Interactive,259,0.04,0.03,0,0.01,0.08,35,18,4.8,27,Rebellion,1269,M,2,VERY LOW,0
Mega Man Legacy Collection,PS4,3,2016,Platform,6,Capcom,261,0.07,0,0,0.02,0.08,77,22,6.1,55,Digital Eclipse,1118,E,1,VERY LOW,0
Knights Contract,PS3,14,2011,Action,1,Namco Bandai Games,0,0.04,0.03,0,0.01,0.08,51,37,6,8,Game Republic,416,M,2,VERY LOW,0
NHL 06,GC,4,2005,Sports,2,Electronic Arts,126,0.06,0.02,0,0,0.08,78,18,9.3,7,EA Canada,538,E10+,3,VERY LOW,0
State of Emergency 2,PS2,13,2006,Shooter,3,SouthPeak Games,167,0.04,0.03,0,0.01,0.08,44,36,5.8,15,DC Studios,22,M,2,VERY LOW,0
Fatal Frame III: The Tormented,PS2,13,2005,Action,1,Take Two Interactive,21,0.04,0.03,0,0.01,0.08,78,46,8.9,58,Tecmo,1034,M,2,VERY LOW,0
Seven Samurai 20XX,PS2,13,2004,Action,1,Sega,147,0.04,0.03,0,0.01,0.08,52,31,7,6,Dimps Corporation,127,T,0,VERY LOW,0
Adventure Time: The Secret of the Nameless Kingdom,3DS,16,2014,Action,1,Little Orbit,250,0,0.07,0,0,0.08,65,5,5.6,8,WayForward,463,E10+,3,VERY LOW,0
Risen 3: Titan Lords,PS3,14,2014,Role-Playing,4,Deep Silver,95,0.02,0.05,0,0.01,0.08,36,8,3.7,77,Piranha Bytes,1085,M,2,VERY LOW,0
Tornado Outbreak,X360,15,2009,Action,1,Konami Digital Entertainment,22,0.07,0,0,0.01,0.08,62,12,8,6,Loose Cannon Studios,516,E10+,3,VERY LOW,0
Ninjabread Man,Wii,7,2007,Action,1,Popcorn Arcade,239,0.07,0,0,0.01,0.08,20,6,1.7,52,Data Design Interactive,795,E,1,VERY LOW,0
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,4,2004,Action,1,Ubisoft,168,0.06,0.02,0,0,0.08,78,25,8,11,Ubisoft,855,T,0,VERY LOW,0
Battlefield 2,PC,0,2005,Shooter,3,Electronic Arts,126,0,0.07,0,0.01,0.08,91,55,8.4,837,Digital Illusions,1073,T,0,VERY LOW,0
Swingerz Golf,GC,4,2002,Sports,2,Eidos Interactive,259,0.06,0.02,0,0,0.08,72,11,9.3,4,Telenet,120,E,1,VERY LOW,0
Titanfall 2,PC,0,2016,Shooter,3,Electronic Arts,126,0.03,0.04,0,0.01,0.08,85,27,8,488,Respawn Entertainment,555,M,2,VERY LOW,0
Persona 4: Arena Ultimax,X360,15,2014,Fighting,8,Atlus,29,0.06,0.01,0,0.01,0.08,85,15,7.4,35,Arc System Works,18,T,0,VERY LOW,0
Supremacy MMA,X360,15,2011,Fighting,8,505 Games,25,0.05,0.02,0,0.01,0.08,49,17,6.2,11,Kung Fu Factory,1225,M,2,VERY LOW,0
The King of Fighters 2006,PS2,13,2006,Fighting,8,Ignition Entertainment,158,0.01,0.01,0.05,0,0.08,66,23,8.6,17,SNK Playmore,1138,T,0,VERY LOW,0
Nobunaga's Ambition: Rise to Power,PS2,13,2004,Strategy,10,Tecmo Koei,155,0,0,0.08,0,0.08,70,7,8.8,6,Koei,881,T,0,VERY LOW,0
FIFA Soccer 2003,GC,4,2002,Sports,2,Electronic Arts,126,0.06,0.02,0,0,0.08,86,12,7.8,10,EA Canada,538,E,1,VERY LOW,0
Major League Baseball 2K11,PC,0,2011,Sports,2,Take Two Interactive,21,0.06,0.01,0,0.01,0.08,74,5,5.9,16,Visual Concepts,261,E,1,VERY LOW,0
The Italian Job,XB,2,2003,Racing,5,Eidos Interactive,259,0.06,0.02,0,0,0.08,54,22,5.8,5,Climax Group,792,T,0,VERY LOW,0
Smuggler's Run: Warzones,GC,4,2002,Misc,7,Take Two Interactive,21,0.06,0.02,0,0,0.08,79,23,6.9,11,Rockstar San Diego,499,T,0,VERY LOW,0
SafeCracker: The Ultimate Puzzle Adventure,Wii,7,2008,Puzzle,12,The Adventure Company,113,0.07,0.01,0,0.01,0.08,56,7,7.8,4,Kheops Studio,1041,E,1,VERY LOW,0
Warriors Orochi 3 Hyper,WiiU,9,2012,Action,1,Tecmo Koei,155,0.04,0.02,0.02,0.01,0.08,64,18,7.4,31,Omega Force,1219,T,0,VERY LOW,0
